Transaction_ID,Sender_account,Sender_age,Sender_is_elderly,Receiver_account,Receiver_age,Receiver_is_elderly,Amount,Date,Is_fraud,Sender_gender,Receiver_gender,Type_of_fraud,Method_of_contact,Loss,Time_of_day,Resolution_status
TXN-VQLQ93BV,654876785,37,0,229872698,63,1,206.65,2023-02-10,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-CPYQ0CEW,842128035,56,0,111373808,64,1,289.27,2023-05-28,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-YHVO2N0I,075684276,83,1,453651788,44,0,92.15,2023-06-05,1,Male,Male,Investment Fraud,Email,92.15,Afternoon,Unreported
TXN-DHTCRYF3,476209597,41,0,299362082,65,1,264.06,2023-01-29,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-994V3CK3,595768704,20,0,375745382,57,0,70.3,2023-04-30,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-10QS2HK4,167910922,28,0,357681425,41,0,148.18,2023-06-19,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-KP748FFO,493080329,39,0,075539964,48,0,264.83,2023-06-14,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-FXH8P0MT,338352358,64,1,196130056,38,0,128.8,2023-08-04,1,Male,Female,Other,Other,128.8,Evening,Under Investigation
TXN-BWJ6953L,077228245,19,0,475364121,33,0,87.81,2023-05-24,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-27AFWTZK,771854579,73,1,351236225,58,0,150.94,2023-01-27,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-58A5EY2B,409157429,76,1,612072118,39,0,141.86,2023-04-07,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-R8WMLWWV,771854579,73,1,215061901,46,0,171.66,2023-08-02,1,Female,Male,Government Impersonation,In-Person,171.66,Evening,Reported
TXN-OC2XI3RN,225956459,65,1,525232414,44,0,343.56,2023-03-31,1,Male,Male,Investment Fraud,Email,343.56,Morning,Unreported
TXN-B00Y06JC,508850824,39,0,896205588,35,0,166.84,2023-09-28,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-4NF15JDO,689227492,77,1,703984810,26,0,382.2,2023-12-14,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-87F8TSXK,386451171,69,1,450920675,32,0,171.88,2023-03-16,1,Female,Male,Tech Support Scam,Phone,171.88,Evening,Reported
TXN-8ML948U3,021972273,18,0,479796089,41,0,204.71,2023-02-19,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-QMRLWPOE,902115118,41,0,748229579,59,0,154.95,2023-03-01,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-RXIVZD44,337808455,26,0,652325257,32,0,1447.64,2023-06-02,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-OH2P9RA9,902115118,41,0,941439931,54,0,51.61,2023-11-25,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-6DO9UZXC,925255163,74,1,502856351,34,0,99.49,2023-05-09,1,Female,Female,Government Impersonation,In-Person,99.49,Night,Resolved
TXN-MOJK45QB,987180220,18,0,702642483,38,0,441.53,2023-02-04,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-BX9K7MNC,974727854,45,0,216984311,37,0,333.63,2023-12-30,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-2OTG5ADG,175648506,87,1,574510887,39,0,68.98,2023-02-11,1,Female,Male,Government Impersonation,In-Person,68.98,Morning,Reported
TXN-948JO5XM,576832441,51,0,866984448,44,0,147.28,2023-11-21,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-33IZ8RBM,949228268,54,0,489229686,27,0,129.85,2023-12-06,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-5WOBPPM7,610194872,36,0,811943524,60,1,576.0,2023-09-20,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-F692XSUH,883403818,80,1,651911797,47,0,35.7,2023-03-14,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-B8INNU7P,798163846,61,1,178215428,22,0,171.3,2023-03-31,1,Male,Male,Romance Scam,Social Media,171.3,Afternoon,Unreported
TXN-9AD5Y2PV,361916347,24,0,661904107,32,0,88.64,2023-04-05,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-3RI52I79,475364121,33,0,571298515,24,0,325.18,2023-10-20,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-PG2U2T3G,013327652,80,1,257888294,37,0,21.74,2023-11-23,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-G21CQTP3,891566476,73,1,668154083,31,0,485.05,2023-11-12,1,Female,Female,Government Impersonation,In-Person,485.05,Night,Unreported
TXN-CVU2985B,871559510,23,0,769820204,74,1,54.6,2023-10-28,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-21QPIGN2,785374109,30,0,736098955,77,1,26.11,2023-01-24,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-JNL72PMF,446002643,46,0,299471886,90,1,120.8,2023-07-23,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-I8BLIEN3,581451872,33,0,462479973,54,0,82.05,2023-02-04,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-Y3T55M3S,959486184,42,0,315797776,83,1,126.29,2023-09-29,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-CFI4698Z,837043811,57,0,246938494,76,1,31.78,2023-04-05,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-CDQ113F8,774869166,79,1,092969690,32,0,43.92,2023-11-25,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-TR62BRIF,418532243,21,0,245703907,77,1,81.48,2023-12-02,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-7TTN1E4J,111373808,64,1,361916347,24,0,386.76,2023-08-06,1,Male,Female,Romance Scam,Social Media,386.76,Morning,Reported
TXN-SHXLSL6F,980926683,56,0,220321646,51,0,646.39,2023-12-14,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-MJXI5W1V,956321749,44,0,640362057,45,0,267.92,2023-12-17,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-RENXQ395,382469012,82,1,407919288,50,0,1402.75,2023-02-07,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-XANVZGZT,925602213,65,1,290854268,79,1,36.97,2023-07-14,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-WKRMFU85,680615069,55,0,283811832,23,0,536.42,2023-12-22,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-IOFE9N09,150926919,87,1,045913399,21,0,42.54,2023-12-06,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-WB95W7C5,361613550,48,0,854995721,41,0,51.48,2023-07-04,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-EDLI5VLM,061062915,83,1,931774552,41,0,980.87,2023-12-30,1,Female,Female,Other,Other,980.87,Morning,Unreported
TXN-XCCSG4OF,711026086,86,1,091137896,31,0,123.81,2023-05-30,1,Female,Female,Other,Other,123.81,Evening,Unreported
TXN-NE1B6S17,324142470,27,0,225956459,65,1,263.67,2023-06-11,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-OU7OZ9RO,703201721,62,1,988350298,41,0,387.73,2023-08-09,1,Female,Female,Government Impersonation,In-Person,387.73,Evening,Unreported
TXN-JPKPF3UZ,487845604,73,1,088946147,28,0,81.7,2023-07-30,1,Female,Male,Investment Fraud,Email,81.7,Evening,Unreported
TXN-0XTDNWZZ,925255163,74,1,056926488,35,0,49.09,2023-08-31,1,Female,Female,Romance Scam,Social Media,49.09,Morning,Unreported
TXN-ZVN3BKYE,176452091,85,1,419744974,22,0,249.08,2023-07-02,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-59LL2J2N,323468580,47,0,294062061,38,0,202.16,2023-07-18,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-WN2K83MN,162953189,25,0,868607278,46,0,97.13,2023-05-09,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-3UY5EVSZ,389302652,79,1,468975319,39,0,567.63,2023-02-19,1,Female,Male,Investment Fraud,Email,567.63,Evening,Reported
TXN-32IQ920C,299775766,29,0,230509408,25,0,94.76,2023-02-20,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-I3X1OFPY,340492674,57,0,546276696,47,0,184.32,2023-05-12,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-JD9J9APB,789807316,30,0,988184409,40,0,105.72,2023-10-02,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-ZQLG40SW,054992714,35,0,356569462,47,0,261.07,2023-04-28,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-D61XNKO5,623753913,60,1,525557080,58,0,126.35,2023-01-07,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-VI6SP4G8,831353157,19,0,717070802,31,0,44.83,2023-10-25,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-7QGJP3HZ,603764446,71,1,341696084,38,0,465.59,2023-09-04,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-SK0NLYDJ,392079829,33,0,497743109,21,0,683.22,2023-01-19,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-S8GM4CDN,773314530,48,0,995678970,53,0,178.07,2023-12-21,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-0MDINIS3,790991777,64,1,677205431,23,0,79.45,2023-03-10,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-EOL2NBTD,937481956,64,1,351236225,58,0,107.7,2023-08-13,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-PR7H4PZN,623753913,60,1,123824732,33,0,490.55,2023-08-24,1,Male,Male,Other,Other,490.55,Morning,Unreported
TXN-H9FE36EP,359153605,40,0,253548261,20,0,131.56,2023-03-11,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-50I486H2,074678414,24,0,418532243,21,0,89.52,2023-07-21,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-HKKMCWYY,844026227,33,0,950921299,71,1,564.24,2023-01-09,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-GEGJ8IAJ,245703907,77,1,998612044,29,0,257.38,2023-05-17,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-TBAIZFGL,054839920,27,0,855829815,32,0,328.63,2023-06-07,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-Q3Q5PCNI,042580226,61,1,034318206,36,0,53.19,2023-10-13,1,Male,Female,Government Impersonation,In-Person,53.19,Evening,Reported
TXN-NLM6595R,803099969,73,1,111373808,64,1,105.56,2023-09-17,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-XLRGNJZM,454778756,85,1,280340713,36,0,214.35,2023-02-16,1,Female,Female,Tech Support Scam,Phone,214.35,Afternoon,Unreported
TXN-CGFX30AC,859851904,31,0,161045822,36,0,72.23,2023-03-16,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-MVYBYGMG,784757514,21,0,075684276,83,1,256.84,2023-01-02,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-NLZL7HVW,950921299,71,1,993660672,52,0,167.71,2023-11-02,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-63RED7LJ,299362082,65,1,429853029,84,1,128.11,2023-02-02,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-G0UPTREH,172779360,73,1,597751693,50,0,2400.03,2023-11-05,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-99ZXPARW,758704655,30,0,785374109,30,0,189.67,2023-11-19,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-STXMZI9Y,543001424,23,0,413293741,26,0,856.79,2023-12-10,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-1TF1WZ4L,878358886,38,0,265814270,70,1,63.21,2023-04-12,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-RAJIB931,463837684,62,1,824450567,30,0,573.13,2023-02-05,1,Male,Female,Other,Other,573.13,Night,Under Investigation
TXN-WAP6XXP5,363388455,39,0,823286180,45,0,70.51,2023-10-12,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-OL06QUB2,732980933,70,1,831075810,75,1,22.8,2023-11-13,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-ZHDC1RC4,546276696,47,0,601141462,38,0,620.19,2023-04-28,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-5WW7XHF4,665130526,72,1,303533494,23,0,84.61,2023-10-07,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-TR9YBC06,226567963,30,0,079198716,49,0,28.37,2023-08-11,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-C8XTSFFN,790262019,48,0,652325257,32,0,742.7,2023-06-24,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-PAJX4B0A,810037759,20,0,562333669,24,0,81.38,2023-03-09,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-X3V3ACSH,223086735,35,0,349059918,60,1,884.09,2023-08-12,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-XS3HDP7F,586126461,90,1,265814270,70,1,450.85,2023-11-23,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-WIETP6SO,318457352,21,0,895310083,19,0,154.72,2023-06-16,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-H78OKZ1P,703201721,62,1,509482316,43,0,79.4,2023-05-15,1,Female,Female,Other,Other,79.4,Evening,Under Investigation
TXN-GVP6U3T7,136034324,32,0,994631208,90,1,100.36,2023-02-01,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-DP9II3DO,178215428,22,0,016846122,28,0,1001.02,2023-12-12,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-KN444O05,141529481,27,0,929411292,59,0,226.0,2023-12-22,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-H03N9GGM,176452091,85,1,570462919,31,0,34.46,2023-02-01,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-7E5RDEKY,599020238,74,1,580196799,20,0,234.72,2023-12-28,1,Female,Female,Romance Scam,Social Media,234.72,Morning,Unreported
TXN-UVIAWDVI,571298515,24,0,750621470,81,1,332.03,2023-04-10,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-EWLC4H6T,220321646,51,0,050203558,84,1,422.96,2023-12-07,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-4KJZTMVO,506399561,53,0,805745462,20,0,42.58,2023-09-17,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-1J1J45XU,926250736,73,1,736098955,77,1,55.11,2023-07-23,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-IZ0B77UQ,603269164,48,0,366341213,75,1,344.14,2023-09-08,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-RKAWFBAL,207468299,89,1,004484630,27,0,672.69,2023-07-26,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-8BA32ODU,493080329,39,0,998612044,29,0,83.43,2023-04-20,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-8TT81F9Q,175648506,87,1,064215224,61,1,579.14,2023-02-03,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-8FYB7QWZ,023585366,23,0,363388455,39,0,57.13,2023-04-03,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-Q9AZHDQD,298760792,60,1,408059676,41,0,28.8,2023-03-18,1,Female,Male,Tech Support Scam,Phone,28.8,Afternoon,Under Investigation
TXN-WM6DZTN6,079198716,49,0,137674237,33,0,23.05,2023-07-30,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-ZDFD0GRV,682007818,55,0,150827706,70,1,577.3,2023-04-17,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-Q6I4BHMY,917382757,43,0,453991960,49,0,166.39,2023-01-13,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-2E8QKU7Z,825970419,74,1,508850824,39,0,649.01,2023-01-23,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-WG0INP4V,998612044,29,0,341696084,38,0,270.05,2023-04-04,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-8EV4EQVR,463837684,62,1,249315126,35,0,160.96,2023-05-07,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-3LP62TML,655049436,80,1,446002643,46,0,276.7,2023-02-22,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-H414J3D5,523559454,35,0,227161867,42,0,131.74,2023-02-01,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-MVNIK2IN,079663096,38,0,723408848,64,1,461.57,2023-04-25,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-JDLDEL77,772385010,22,0,698801251,25,0,278.37,2023-10-08,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-8POC4VGZ,995841203,48,0,790991777,64,1,92.88,2023-06-24,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-2ZBPPFO5,982987993,75,1,574510887,39,0,226.31,2023-05-12,1,Female,Male,Government Impersonation,In-Person,226.31,Night,Unreported
TXN-7EGA4TIA,443073642,50,0,607907788,39,0,282.79,2023-05-05,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-A6DEP926,106128697,19,0,425971817,59,0,62.58,2023-05-18,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-H0HUI0BX,067857303,62,1,810851739,27,0,216.51,2023-12-05,0,Male,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-OVRP19KC,027855092,84,1,941992571,79,1,56.63,2023-11-14,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-TDNHDJTK,135031070,89,1,349059918,60,1,933.33,2023-04-28,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-3SEMZYG8,826159146,24,0,739908273,67,1,232.95,2023-02-09,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-WLDT1SQX,284450553,32,0,430151399,32,0,704.27,2023-01-23,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-BAFTCBHG,749621833,19,0,413293741,26,0,228.18,2023-02-14,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-CXVD2XT0,591907304,25,0,773751234,37,0,214.61,2023-04-03,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-70LRZ5SE,419197538,35,0,270953851,65,1,559.58,2023-07-10,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-Y0TR2ZIK,940215632,24,0,055318806,58,0,116.83,2023-07-03,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-6J61UM04,649245888,88,1,619142807,60,1,194.19,2023-04-01,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-71YHWFIH,976128350,34,0,726449223,38,0,306.68,2023-03-21,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-YQ44NGOZ,987224887,58,0,209773243,56,0,165.85,2023-06-01,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-68SY7P1Z,069212356,87,1,857998797,39,0,109.54,2023-07-29,1,Male,Male,Romance Scam,Social Media,109.54,Evening,Unreported
TXN-KONJZGL7,101604502,67,1,447434187,60,1,47.68,2023-10-08,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-AE624SGR,981472440,76,1,397776692,36,0,513.35,2023-09-24,0,Female,Female,Legitimate,Direct,0.0,Night,N/A
TXN-AYPRXPNB,454290810,82,1,610004943,87,1,116.16,2023-10-31,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-TKEHKC35,999452141,20,0,455340903,59,0,445.07,2023-12-14,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-7TXRK3O7,931379756,80,1,578280546,58,0,468.78,2023-08-09,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-4HKY1U6D,945109232,58,0,771530217,57,0,258.99,2023-01-05,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-R0AC3VM2,487845604,73,1,231035022,35,0,68.9,2023-03-30,0,Female,Male,Legitimate,Direct,0.0,Morning,N/A
TXN-X3NF27E6,891566476,73,1,824450567,30,0,183.15,2023-08-11,1,Female,Female,Other,Other,183.15,Evening,Unreported
TXN-LIOXM5L2,257888294,37,0,266471644,25,0,34.56,2023-11-21,0,Male,Male,Legitimate,Direct,0.0,Night,N/A
TXN-ASKDST7O,327283245,26,0,973187337,19,0,474.14,2023-03-25,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-LMUXFZJD,868607278,46,0,009399996,19,0,294.26,2023-10-24,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-VA7XWLR4,993660672,52,0,174497327,62,1,59.02,2023-12-22,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-5J69TB38,971585914,54,0,974807454,33,0,145.57,2023-06-27,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-XYZTS1OB,691256940,68,1,228416584,27,0,125.31,2023-03-09,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-BVSH4FFH,844026227,33,0,915122100,30,0,171.78,2023-05-08,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-X4B2DTTN,287501362,68,1,808214179,60,1,525.07,2023-05-08,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-CMVH0EQT,075684276,83,1,897478772,44,0,117.38,2023-06-18,1,Male,Female,Investment Fraud,Email,117.38,Afternoon,Unreported
TXN-A5RQ8K98,425971817,59,0,803099969,73,1,1099.87,2023-09-19,0,Female,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-AI89Y1FF,408943839,79,1,237801619,30,0,118.54,2023-09-15,1,Female,Male,Investment Fraud,Email,118.54,Evening,Reported
TXN-UOC2T47F,966835850,52,0,419744974,22,0,208.25,2023-05-29,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-QHUXKUP5,648737533,29,0,904735581,42,0,96.29,2023-11-20,0,Male,Female,Legitimate,Direct,0.0,Night,N/A
TXN-3UDUURWU,866241839,76,1,419744974,22,0,16.59,2023-08-13,1,Male,Female,Tech Support Scam,Phone,16.59,Evening,Unreported
TXN-HFE5WMD9,503564736,80,1,670108025,59,0,101.95,2023-08-26,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-MILADH1D,334310361,60,1,502856351,34,0,120.13,2023-02-02,1,Female,Female,Government Impersonation,In-Person,120.13,Afternoon,Reported
TXN-C23U2G3R,771854579,73,1,215061901,46,0,161.17,2023-12-25,1,Female,Male,Government Impersonation,In-Person,161.17,Afternoon,Unreported
TXN-TX015Z11,167944844,78,1,574510887,39,0,126.45,2023-05-03,1,Male,Male,Government Impersonation,In-Person,126.45,Morning,Reported
TXN-6NYQAELY,270953851,65,1,196130056,38,0,127.58,2023-08-19,1,Female,Female,Other,Other,127.58,Evening,Under Investigation
TXN-RW97RSLX,414140753,69,1,523559454,35,0,189.98,2023-01-21,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-BT7GPR3R,154407200,82,1,612684318,42,0,135.88,2023-10-27,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-AUF0TJ5J,382469012,82,1,088946147,28,0,131.07,2023-04-28,1,Male,Male,Investment Fraud,Email,131.07,Evening,Under Investigation
TXN-R8CLPXRT,708577342,44,0,300012686,51,0,213.88,2023-08-30,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
TXN-SQHBPWKO,497743109,21,0,004484630,27,0,1154.6,2023-05-05,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-0O1XQOVG,054921577,64,1,810851739,27,0,72.49,2023-02-14,1,Female,Male,Government Impersonation,In-Person,72.49,Evening,Reported
TXN-AXVT7CZ1,034729406,61,1,241756713,33,0,96.28,2023-01-20,1,Male,Male,Romance Scam,Social Media,96.28,Morning,Unreported
TXN-KN18B850,389302652,79,1,257135680,32,0,240.78,2023-08-07,1,Female,Male,Government Impersonation,In-Person,240.78,Morning,Under Investigation
TXN-VKPW3ZVW,576832441,51,0,876106572,61,1,155.43,2023-11-11,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-4P46JITG,443697755,44,0,454035110,77,1,102.62,2023-09-27,0,Male,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-IUZGPPOH,172432881,67,1,123824732,33,0,85.16,2023-12-15,1,Female,Male,Other,Other,85.16,Morning,Resolved
TXN-Q5R7A2P4,506399561,53,0,980926683,56,0,193.93,2023-02-27,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-K52BI86M,525557080,58,0,035467368,82,1,22.76,2023-01-29,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-CFIZ17YB,270639388,34,0,723408848,64,1,73.2,2023-10-21,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-WVF6ROLV,796890631,34,0,207468299,89,1,190.05,2023-12-13,0,Female,Male,Legitimate,Direct,0.0,Afternoon,N/A
TXN-3M0JG4Q8,333091877,60,1,650431082,57,0,83.77,2023-12-22,0,Female,Male,Legitimate,Direct,0.0,Night,N/A
TXN-T198L8B0,791232588,51,0,703201721,62,1,123.9,2023-05-14,0,Female,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-IBY4Z3K1,106675387,38,0,942712822,59,0,107.33,2023-09-26,0,Male,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-5DEIBHDF,973187337,19,0,583177668,37,0,160.16,2023-12-07,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-CD1W6RUD,989670177,41,0,811943524,60,1,329.09,2023-10-07,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-9F53CQ1D,587405096,25,0,149578017,41,0,101.6,2023-03-26,0,Male,Female,Legitimate,Direct,0.0,Afternoon,N/A
TXN-7LK6HQIV,334310361,60,1,974807454,33,0,296.7,2023-12-31,1,Female,Female,Government Impersonation,In-Person,296.7,Evening,Reported
TXN-0TRVTFMR,867647391,85,1,958161300,34,0,392.06,2023-03-11,0,Male,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-QT1PHAHD,455340903,59,0,003314313,63,1,68.53,2023-03-24,0,Female,Female,Legitimate,Direct,0.0,Evening,N/A
TXN-ACK9D643,487845604,73,1,280340713,36,0,183.01,2023-07-19,1,Female,Female,Tech Support Scam,Phone,183.01,Night,Reported
TXN-FJX09TI8,485779555,43,0,109449460,71,1,74.22,2023-07-04,0,Female,Male,Legitimate,Direct,0.0,Evening,N/A
TXN-XUCR9C0T,150926919,87,1,897478772,44,0,73.01,2023-01-17,1,Male,Female,Investment Fraud,Email,73.01,Afternoon,Reported
TXN-1J8CIBWQ,543001424,23,0,910990148,78,1,97.01,2023-02-28,0,Male,Female,Legitimate,Direct,0.0,Morning,N/A
